gender,2. Current Level of Study,department,cgpa_range,parent_edu,financial_challenge,tech_access,infra_disruption,lecture_attendance,assignment_submission,study_hours,study_schedule,procrastination,peer_academic_focus,course_difficulty,distraction,stress_anxiety,missed_assessments,carryover_courses,academic_probation,considered_withdrawal,self_perf_rating,part_time_work,"24. If yes, approximately how many hours do you work per week?",extracurricular,willing_intervention,gender_code,cgpa_mid,financial_challenge_num,tech_access_num,infra_disruption_num,lecture_attendance_num,assignment_submission_num,procrastination_num,peer_academic_focus_num,course_difficulty_num,distraction_num,stress_anxiety_num,missed_assessments_num,study_hours_num,study_schedule_num,carryover_num,self_perf_num,parent_edu_bin,academic_probation_bin,considered_withdrawal_bin,part_time_work_bin,extracurricular_bin,willing_intervention_bin,faculty_code,risk_tier,work_hours_num,attendance_norm,submission_norm,study_hours_norm,schedule_norm,missed_norm,academic_engagement_score,financial_stress,tech_stress,infra_stress,work_stress,socioeconomic_stress,procrastination_risk,distraction_risk,stress_risk,behavioral_risk_score
Male,200 Level,Civil Engineering,1.50 – 2.39,Yes,Neutral,Strongly Agree,Strongly Disagree,Neutral,Strongly Agree,3 – 4 hours,Sometimes,Agree,Agree,Agree,Agree,Disagree,Disagree,3 – 4,No,No,Very Good,No,Not Applicable,No,Yes,1,1.95,3,5,1,3,5,4,4,4,4,2,2,,3,0.0,4,1,0,0,0,0,1,0,2,0.0,0.6,1.0,,0.6,0.6,0.7000000000000001,0.6,0.0,0.2,0.0,0.2,0.8,0.8,0.4,0.6666666666666666
Female,200 Level,Biology,1.50 – 2.39,Yes,Neutral,Agree,Strongly Disagree,Strongly Agree,Neutral,Less than 1 hour,Never,Neutral,Agree,Neutral,Strongly Disagree,Agree,Strongly Disagree,1 – 2,No,No,Good,No,Not Applicable,No,Yes,0,1.95,3,4,1,5,3,3,4,3,1,4,1,0.5,1,0.0,3,1,0,0,0,0,1,9,2,0.0,1.0,0.6,0.07142857142857142,0.2,0.8,0.5342857142857144,0.6,0.19999999999999996,0.2,0.0,0.25,0.6,0.2,0.8,0.5333333333333333
Male,200 Level,Information Technology,2.40 – 3.49,Yes,Disagree,Strongly Agree,Agree,Strongly Agree,Agree,1 – 2 hours,Often,Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,,No,No,Excellent,No,Not Applicable,Yes,Yes,1,2.95,2,5,4,5,4,2,5,1,1,2,1,,4,0.0,5,1,0,0,0,1,1,5,1,0.0,1.0,0.8,,0.8,0.8,0.8500000000000001,0.4,0.0,0.8,0.0,0.30000000000000004,0.4,0.2,0.4,0.3333333333333333
Male,300 Level,Mathematics,3.50 – 4.49,Yes,Strongly Disagree,Agree,Disagree,Strongly Agree,Strongly Agree,3 – 4 hours,Always,Disagree,Strongly Agree,Disagree,Neutral,Strongly Agree,Strongly Disagree,,No,No,Very Good,No,Not Applicable,Yes,Yes,1,4.0,1,4,2,5,5,2,5,2,3,5,1,,5,0.0,4,1,0,0,0,1,1,1,0,0.0,1.0,1.0,,1.0,0.8,0.95,0.2,0.19999999999999996,0.4,0.0,0.2,0.4,0.6,1.0,0.6666666666666666
Female,200 Level,Biochemistry,3.50 – 4.49,Yes,Neutral,Agree,Strongly Agree,Neutral,Strongly Agree,5 – 6 hours,Always,Neutral,Agree,Disagree,Disagree,Strongly Agree,Disagree,,No,No,Excellent,Yes,Less than 5 hours,Yes,Yes,0,4.0,3,4,5,3,5,3,4,2,2,5,2,,5,0.0,5,1,0,0,1,1,1,1,0,2.5,0.6,1.0,,1.0,0.6,0.8,0.6,0.19999999999999996,1.0,0.0625,0.46562499999999996,0.6,0.4,1.0,0.6666666666666666
Female,200 Level,Biology,3.50 – 4.49,Yes,Disagree,Strongly Agree,Disagree,Agree,Neutral,3 – 4 hours,Always,Neutral,Agree,Disagree,Agree,Strongly Disagree,Strongly Disagree,,No,No,Very Good,No,Not Applicable,Yes,Yes,0,4.0,2,5,2,4,3,3,4,2,4,1,1,,5,0.0,4,1,0,0,0,1,1,9,0,0.0,0.8,0.6,,1.0,0.8,0.8,0.4,0.0,0.4,0.0,0.2,0.6,0.8,0.2,0.5333333333333333
Male,300 Level,Electrical Engineering,2.40 – 3.49,Yes,Agree,Disagree,Disagree,Agree,Strongly Agree,3 – 4 hours,Always,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Disagree,Neutral,,No,No,Very Good,Yes,Less than 5 hours,No,No,1,2.95,4,2,2,4,5,1,5,5,1,2,3,,5,0.0,4,1,0,0,1,0,0,7,1,2.5,0.8,1.0,,1.0,0.4,0.7999999999999999,0.8,0.6,0.4,0.0625,0.46562499999999996,0.2,0.2,0.4,0.26666666666666666
Male,300 Level,Microbiology,3.50 – 4.49,Yes,Strongly Disagree,Neutral,Strongly Disagree,Strongly Agree,Agree,3 – 4 hours,Always,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Strongly Disagree,,No,No,Very Good,Yes,Less than 5 hours,Yes,Yes,1,4.0,1,3,1,5,4,4,5,5,1,4,1,,5,0.0,4,1,0,0,1,1,1,8,0,2.5,1.0,0.8,,1.0,0.8,0.8999999999999999,0.2,0.4,0.2,0.0625,0.215625,0.8,0.2,0.8,0.6
Female,300 Level,Zoology,3.50 – 4.49,Yes,Neutral,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,5 – 6 hours,Often,Strongly Agree,Strongly Agree,Disagree,Neutral,Neutral,Strongly Disagree,1 – 2,No,No,Excellent,No,Not Applicable,Yes,Yes,0,4.0,3,5,3,5,5,5,5,2,3,3,1,,4,0.0,5,1,0,0,0,1,1,1,0,0.0,1.0,1.0,,0.8,0.8,0.8999999999999999,0.6,0.0,0.6,0.0,0.3,1.0,0.6,0.6,0.7333333333333334
Male,200 Level,Forestry and Wildlife,1.50 – 2.39,Yes,Agree,Neutral,Neutral,Agree,Strongly Agree,3 – 4 hours,Often,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,1 – 2,No,No,Very Good,No,Not Applicable,Yes,Yes,1,1.95,4,3,3,4,5,5,5,5,5,1,4,,4,0.0,4,1,0,0,0,1,1,4,2,0.0,0.8,1.0,,0.8,0.19999999999999996,0.7,0.8,0.4,0.6,0.0,0.45000000000000007,1.0,1.0,0.2,0.7333333333333334
Male,200 Level,Food Science and Technology,3.50 – 4.49,Yes,Neutral,Disagree,Strongly Disagree,Strongly Agree,Neutral,More than 6 hours,Sometimes,Neutral,Disagree,Strongly Disagree,Disagree,Agree,Neutral,,No,No,Very Good,No,Not Applicable,Yes,Yes,1,4.0,3,2,1,5,3,3,2,1,2,4,3,7.0,3,0.0,4,1,0,0,0,1,1,0,0,0.0,1.0,0.6,1.0,0.6,0.4,0.72,0.6,0.6,0.2,0.0,0.35,0.6,0.4,0.8,0.6
Female,400 Level,Microbiology,4.50 – 5.00,Yes,Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,5 – 6 hours,Always,Strongly Agree,Agree,Disagree,Neutral,Agree,Disagree,,No,No,Very Good,No,Not Applicable,No,Yes,0,4.75,2,5,4,5,5,5,4,2,3,4,2,,5,0.0,4,1,0,0,0,0,1,8,0,0.0,1.0,1.0,,1.0,0.6,0.9,0.4,0.0,0.8,0.0,0.30000000000000004,1.0,0.6,0.8,0.8000000000000002
Female,200 Level,Biology,3.50 – 4.49,Yes,Disagree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Less than 1 hour,Always,Strongly Disagree,Agree,Agree,Neutral,Disagree,Strongly Disagree,3 – 4,No,No,Good,No,Not Applicable,Yes,Yes,0,4.0,2,5,5,2,5,1,4,4,3,2,1,0.5,5,0.0,3,1,0,0,0,1,1,9,0,0.0,0.4,1.0,0.07142857142857142,1.0,0.8,0.6542857142857142,0.4,0.0,1.0,0.0,0.35,0.2,0.6,0.4,0.4000000000000001
Female,400 Level,Biology,3.50 – 4.49,Yes,Strongly Disagree,Strongly Agree,Disagree,Agree,Strongly Agree,3 – 4 hours,Sometimes,Strongly Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,3 – 4,No,No,Good,No,Not Applicable,Yes,Yes,0,4.0,1,5,2,4,5,1,4,4,5,5,5,,3,0.0,3,1,0,0,0,1,1,9,0,0.0,0.8,1.0,,0.6,0.0,0.6,0.2,0.0,0.4,0.0,0.15000000000000002,0.2,1.0,1.0,0.7333333333333334
Male,200 Level,Physics,1.50 – 2.39,Yes,Neutral,Strongly Disagree,Agree,Disagree,Strongly Agree,3 – 4 hours,Always,Neutral,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Neutral,1 – 2,No,Yes,Very Good,No,Not Applicable,No,Yes,1,1.95,3,1,4,2,5,3,5,5,2,5,3,,5,0.0,4,1,0,1,0,0,1,8,2,0.0,0.4,1.0,,1.0,0.4,0.7,0.6,0.8,0.8,0.0,0.55,0.6,0.4,1.0,0.6666666666666666
Male,200 Level,Data Science,3.50 – 4.49,Yes,Disagree,Disagree,Agree,Strongly Agree,Agree,3 – 4 hours,Always,Disagree,Agree,Disagree,Agree,Neutral,Strongly Disagree,More than 4,No,No,Very Good,No,Not Applicable,No,Yes,1,4.0,2,2,4,5,4,2,4,2,4,3,1,,5,5.0,4,1,0,0,0,0,1,7,2,0.0,1.0,0.8,,1.0,0.8,0.8999999999999999,0.4,0.6,0.8,0.0,0.45,0.4,0.8,0.6,0.6000000000000001
Male,200 Level,Forestry and Wildlife,2.40 – 3.49,Yes,Neutral,Strongly Disagree,Disagree,Neutral,Strongly Agree,3 – 4 hours,Often,Strongly Disagree,Strongly Disagree,Agree,Disagree,Agree,Agree,1 – 2,No,No,Poor,No,Not Applicable,Yes,Yes,1,2.95,3,1,2,3,5,1,1,4,2,4,4,,4,0.0,1,1,0,0,0,1,1,4,1,0.0,0.6,1.0,,0.8,0.19999999999999996,0.6500000000000001,0.6,0.8,0.4,0.0,0.44999999999999996,0.2,0.4,0.8,0.46666666666666673
Male,300 Level,Microbiology,1.50 – 2.39,Yes,Agree,Strongly Agree,Neutral,Strongly Agree,Disagree,3 – 4 hours,Often,Disagree,Disagree,Agree,Neutral,Agree,Strongly Disagree,,No,No,Fair,Yes,11 – 20 hours,Yes,Yes,1,1.95,4,5,3,5,2,2,2,4,3,4,1,,4,0.0,2,1,0,0,1,1,1,8,2,0.0,1.0,0.4,,0.8,0.8,0.75,0.8,0.0,0.6,0.0,0.35,0.4,0.6,0.8,0.6
Female,300 Level,Zoology,2.40 – 3.49,Yes,Disagree,Neutral,Strongly Agree,Disagree,Strongly Agree,More than 6 hours,Often,Strongly Agree,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,,No,No,Excellent,No,Not Applicable,Yes,Yes,0,2.95,2,3,5,2,5,5,1,4,1,1,1,7.0,4,0.0,5,1,0,0,0,1,1,1,1,0.0,0.4,1.0,1.0,0.8,0.8,0.8,0.4,0.4,1.0,0.0,0.45,1.0,0.2,0.2,0.4666666666666666
Female,300 Level,Biochemistry,1.50 – 2.39,Yes,Disagree,Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,3 – 4 hours,Sometimes,Agree,Strongly Agree,Neutral,Strongly Agree,Agree,Agree,1 – 2,Yes,No,Good,No,Not Applicable,Yes,No,0,1.95,2,4,1,5,1,4,5,3,5,4,4,,3,0.0,3,1,1,0,0,1,0,1,2,0.0,1.0,0.2,,0.6,0.19999999999999996,0.49999999999999994,0.4,0.19999999999999996,0.2,0.0,0.2,0.8,1.0,0.8,0.8666666666666667
Male,400 Level,Mathematics,1.50 – 2.39,No,Strongly Agree,Strongly Disagree,Strongly Agree,Disagree,Neutral,Less than 1 hour,Never,Neutral,Neutral,Agree,Strongly Agree,Strongly Agree,Strongly Agree,1 – 2,No,Yes,Very Good,No,Not Applicable,No,No,1,1.95,5,1,5,2,3,3,3,4,5,5,5,0.5,1,0.0,4,0,0,1,0,0,0,1,2,0.0,0.4,0.6,0.07142857142857142,0.2,0.0,0.2542857142857143,1.0,0.8,1.0,0.0,0.7,0.6,1.0,1.0,0.8666666666666667
Male,300 Level,Veterinary Medicine,2.40 – 3.49,Yes,Strongly Disagree,Strongly Disagree,Agree,Neutral,Strongly Agree,3 – 4 hours,Often,Agree,Neutral,Strongly Disagree,Agree,Disagree,Strongly Agree,1 – 2,Yes,No,Very Good,Yes,5 – 10 hours,No,Yes,1,2.95,1,1,4,3,5,4,3,1,4,2,5,,4,0.0,4,1,1,0,1,0,1,6,2,0.0,0.6,1.0,,0.8,0.0,0.6000000000000001,0.2,0.8,0.8,0.0,0.45,0.8,0.8,0.4,0.6666666666666666
Female,200 Level,Environmental Science,2.40 – 3.49,No,Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Agree,5 – 6 hours,Never,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Disagree,Strongly Disagree,,No,No,Very Good,No,Not Applicable,No,No,0,2.95,4,5,1,5,4,5,5,5,2,1,1,,1,0.0,4,0,0,0,0,0,0,2,1,0.0,1.0,0.8,,0.2,0.8,0.7,0.8,0.0,0.2,0.0,0.25,1.0,0.4,0.2,0.5333333333333333
Female,400 Level,Business Administration,3.50 – 4.49,Yes,Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,1 – 2 hours,Always,Disagree,Agree,Strongly Disagree,Disagree,Strongly Disagree,Neutral,,No,No,Very Good,No,Not Applicable,Yes,Yes,0,4.0,4,5,3,5,5,2,4,1,2,1,3,,5,0.0,4,1,0,0,0,1,1,1,0,0.0,1.0,1.0,,1.0,0.4,0.85,0.8,0.0,0.6,0.0,0.35,0.4,0.4,0.2,0.3333333333333333
Female,400 Level,Zoology,2.40 – 3.49,Yes,Disagree,Neutral,Strongly Disagree,Strongly Agree,Neutral,3 – 4 hours,Often,Strongly Disagree,Neutral,Neutral,Agree,Strongly Agree,Strongly Agree,1 – 2,No,No,Poor,Yes,11 – 20 hours,No,Yes,0,2.95,2,3,1,5,3,1,3,3,4,5,5,,4,0.0,1,1,0,0,1,0,1,1,1,0.0,1.0,0.6,,0.8,0.0,0.6000000000000001,0.4,0.4,0.2,0.0,0.25,0.2,0.8,1.0,0.6666666666666666
Female,200 Level,Food Science and Technology,1.50 – 2.39,No,Strongly Agree,Neutral,Strongly Agree,Neutral,Agree,Less than 1 hour,Sometimes,Strongly Agree,Neutral,Agree,Neutral,Strongly Agree,Strongly Agree,3 – 4,No,Yes,Good,No,Not Applicable,No,Yes,0,1.95,5,3,5,3,4,5,3,4,3,5,5,0.5,3,0.0,3,0,0,1,0,0,1,0,2,0.0,0.6,0.8,0.07142857142857142,0.6,0.0,0.41428571428571426,1.0,0.4,1.0,0.0,0.6,1.0,0.6,1.0,0.8666666666666667
Female,300 Level,Veterinary Medicine,1.50 – 2.39,Yes,Strongly Disagree,Agree,Neutral,Strongly Agree,Agree,1 – 2 hours,Always,Neutral,Strongly Agree,Disagree,Disagree,Strongly Agree,Strongly Disagree,,No,No,Good,No,Not Applicable,No,Yes,0,1.95,1,4,3,5,4,3,5,2,2,5,1,,5,0.0,3,1,0,0,0,0,1,6,2,0.0,1.0,0.8,,1.0,0.8,0.8999999999999999,0.2,0.19999999999999996,0.6,0.0,0.25,0.6,0.4,1.0,0.6666666666666666
Male,400 Level,Mathematics,2.40 – 3.49,Yes,Agree,Agree,Strongly Agree,Strongly Disagree,Disagree,1 – 2 hours,Rarely,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,Disagree,Neutral,3 – 4,No,No,Fair,No,Not Applicable,No,Yes,1,2.95,4,4,5,1,2,5,4,1,5,2,3,,2,0.0,2,1,0,0,0,0,1,1,1,0.0,0.2,0.4,,0.4,0.4,0.35,0.8,0.19999999999999996,1.0,0.0,0.5,1.0,1.0,0.4,0.7999999999999999
Female,400 Level,Information Technology,4.50 – 5.00,No,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,3 – 4 hours,Always,Strongly Agree,Strongly Agree,Disagree,Disagree,Disagree,Neutral,,No,No,Very Good,No,Not Applicable,Yes,No,0,4.75,2,4,5,5,5,5,5,2,2,2,3,,5,0.0,4,0,0,0,0,1,0,5,0,0.0,1.0,1.0,,1.0,0.4,0.85,0.4,0.19999999999999996,1.0,0.0,0.4,1.0,0.4,0.4,0.6
Male,200 Level,Mathematics,2.40 – 3.49,Yes,Disagree,Neutral,Neutral,Disagree,Strongly Agree,1 – 2 hours,Sometimes,Agree,Neutral,Neutral,Disagree,Neutral,Strongly Disagree,,No,No,Good,No,Not Applicable,No,Yes,1,2.95,2,3,3,2,5,4,3,3,2,3,1,,3,0.0,3,1,0,0,0,0,1,1,1,0.0,0.4,1.0,,0.6,0.8,0.7,0.4,0.4,0.6,0.0,0.35,0.8,0.4,0.6,0.6000000000000001
Female,400 Level,Physics,4.50 – 5.00,Yes,Neutral,Agree,Disagree,Strongly Agree,Neutral,1 – 2 hours,Often,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Disagree,Strongly Disagree,,No,No,Very Good,No,Not Applicable,Yes,Yes,0,4.75,3,4,2,5,3,5,5,2,5,2,1,,4,0.0,4,1,0,0,0,1,1,8,0,0.0,1.0,0.6,,0.8,0.8,0.8,0.6,0.19999999999999996,0.4,0.0,0.3,1.0,1.0,0.4,0.7999999999999999
Female,200 Level,Biochemistry,3.50 – 4.49,Yes,Agree,Strongly Agree,Strongly Disagree,Agree,Strongly Agree,5 – 6 hours,Often,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Strongly Disagree,Strongly Agree,,No,No,Very Good,No,Not Applicable,No,Yes,0,4.0,4,5,1,4,5,5,5,1,4,1,5,,4,0.0,4,1,0,0,0,0,1,1,0,0.0,0.8,1.0,,0.8,0.0,0.65,0.8,0.0,0.2,0.0,0.25,1.0,0.8,0.2,0.6666666666666666
Female,200 Level,Food Science and Technology,3.50 – 4.49,Yes,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Agree,5 – 6 hours,Always,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Disagree,,No,No,Very Good,Yes,11 – 20 hours,Yes,Yes,0,4.0,1,5,1,5,4,5,4,5,4,5,1,,5,0.0,4,1,0,0,1,1,1,0,0,0.0,1.0,0.8,,1.0,0.8,0.8999999999999999,0.2,0.0,0.2,0.0,0.1,1.0,0.8,1.0,0.9333333333333332
Male,200 Level,Physics,3.50 – 4.49,Yes,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Agree,More than 6 hours,Sometimes,Strongly Agree,Strongly Agree,Disagree,Disagree,Agree,Strongly Disagree,,No,No,Very Good,Yes,Less than 5 hours,Yes,Yes,1,4.0,1,1,1,5,4,5,5,2,2,4,1,7.0,3,0.0,4,1,0,0,1,1,1,8,0,2.5,1.0,0.8,1.0,0.6,0.8,0.8400000000000001,0.2,0.8,0.2,0.0625,0.315625,1.0,0.4,0.8,0.7333333333333334
Male,400 Level,Electrical Engineering,3.50 – 4.49,Yes,Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,1 – 2 hours,Always,Neutral,Strongly Agree,Agree,Disagree,Disagree,Strongly Disagree,1 – 2,No,No,Good,No,Not Applicable,No,Yes,1,4.0,2,5,1,5,5,3,5,4,2,2,1,,5,0.0,3,1,0,0,0,0,1,7,0,0.0,1.0,1.0,,1.0,0.8,0.95,0.4,0.0,0.2,0.0,0.15000000000000002,0.6,0.4,0.4,0.4666666666666666
Female,200 Level,Statistics,3.50 – 4.49,No,Neutral,Neutral,Disagree,Agree,Strongly Agree,3 – 4 hours,Sometimes,Disagree,Disagree,Disagree,Strongly Disagree,Disagree,Strongly Disagree,,No,No,Very Good,No,Not Applicable,Yes,Yes,0,4.0,3,3,2,4,5,2,2,2,1,2,1,,3,0.0,4,0,0,0,0,1,1,9,0,0.0,0.8,1.0,,0.6,0.8,0.8,0.6,0.4,0.4,0.0,0.35,0.4,0.2,0.4,0.3333333333333333
Male,300 Level,Business Administration,2.40 – 3.49,Yes,Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Less than 1 hour,Always,Strongly Agree,Strongly Agree,Strongly Disagree,Neutral,Strongly Agree,Strongly Disagree,,No,No,Very Good,No,Not Applicable,Yes,Yes,1,2.95,2,5,4,5,5,5,5,1,3,5,1,0.5,5,0.0,4,1,0,0,0,1,1,1,1,0.0,1.0,1.0,0.07142857142857142,1.0,0.8,0.7742857142857144,0.4,0.0,0.8,0.0,0.30000000000000004,1.0,0.6,1.0,0.8666666666666667
Female,300 Level,Biochemistry,1.50 – 2.39,Yes,Agree,Strongly Disagree,Agree,Disagree,Neutral,3 – 4 hours,Never,Agree,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,More than 4,No,No,Poor,No,Not Applicable,Yes,Yes,0,1.95,4,1,4,2,3,4,1,5,4,5,5,,1,5.0,1,1,0,0,0,1,1,1,2,0.0,0.4,0.6,,0.2,0.0,0.3,0.8,0.8,0.8,0.0,0.6000000000000001,0.8,0.8,1.0,0.8666666666666667
Female,400 Level,Civil Engineering,3.50 – 4.49,No,Disagree,Strongly Agree,Strongly Agree,Agree,Agree,1 – 2 hours,Always,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Neutral,,No,No,Very Good,No,Not Applicable,Yes,Yes,0,4.0,2,5,5,4,4,5,5,1,1,5,3,,5,0.0,4,0,0,0,0,1,1,0,0,0.0,0.8,0.8,,1.0,0.4,0.75,0.4,0.0,1.0,0.0,0.35,1.0,0.2,1.0,0.7333333333333334
Male,400 Level,Software Engineering,4.50 – 5.00,Yes,Strongly Agree,Neutral,Agree,Strongly Agree,Agree,3 – 4 hours,Often,Neutral,Agree,Strongly Disagree,Disagree,Disagree,Strongly Disagree,,No,No,Very Good,Yes,Less than 5 hours,No,Yes,1,4.75,5,3,4,5,4,3,4,1,2,2,1,,4,0.0,4,1,0,0,1,0,1,8,0,2.5,1.0,0.8,,0.8,0.8,0.8500000000000001,1.0,0.4,0.8,0.0625,0.565625,0.6,0.4,0.4,0.4666666666666666
Female,200 Level,Biology,2.40 – 3.49,Yes,Strongly Agree,Agree,Neutral,Neutral,Strongly Agree,3 – 4 hours,Sometimes,Strongly Agree,Agree,Agree,Neutral,Strongly Disagree,Neutral,3 – 4,No,No,Fair,No,Not Applicable,No,Yes,0,2.95,5,4,3,3,5,5,4,4,3,1,3,,3,0.0,2,1,0,0,0,0,1,9,1,0.0,0.6,1.0,,0.6,0.4,0.65,1.0,0.19999999999999996,0.6,0.0,0.44999999999999996,1.0,0.6,0.2,0.6
Male,200 Level,Information Technology,1.50 – 2.39,Yes,Disagree,Disagree,Neutral,Neutral,Agree,1 – 2 hours,Sometimes,Strongly Agree,Strongly Agree,Agree,Disagree,Disagree,Disagree,,No,No,Good,Yes,11 – 20 hours,No,No,1,1.95,2,2,3,3,4,5,5,4,2,2,2,,3,0.0,3,1,0,0,1,0,0,5,2,0.0,0.6,0.8,,0.6,0.6,0.65,0.4,0.6,0.6,0.0,0.4,1.0,0.4,0.4,0.6
Male,200 Level,Chemistry,2.40 – 3.49,Yes,Agree,Neutral,Strongly Agree,Agree,Agree,3 – 4 hours,Rarely,Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Disagree,Neutral,1 – 2,No,No,Fair,No,Not Applicable,No,No,1,2.95,4,3,5,4,4,4,5,3,5,1,3,,2,0.0,2,1,0,0,0,0,0,7,1,0.0,0.8,0.8,,0.4,0.4,0.6,0.8,0.4,1.0,0.0,0.55,0.8,1.0,0.2,0.6666666666666666
Female,200 Level,Veterinary Medicine,Below 1.50,Yes,Agree,Neutral,Strongly Agree,Agree,Neutral,More than 6 hours,Rarely,Agree,Agree,Disagree,Strongly Agree,Strongly Disagree,Agree,1 – 2,No,Yes,Fair,Yes,21 – 30 hours,No,Yes,0,1.0,4,3,5,4,3,4,4,2,5,1,4,7.0,2,0.0,2,1,0,1,1,0,1,6,2,0.0,0.8,0.6,1.0,0.4,0.19999999999999996,0.6,0.8,0.4,1.0,0.0,0.55,0.8,1.0,0.2,0.6666666666666666
Male,400 Level,Civil Engineering,1.50 – 2.39,Yes,Agree,Strongly Agree,Agree,Strongly Disagree,Agree,1 – 2 hours,Rarely,Disagree,Agree,Strongly Disagree,Neutral,Neutral,Agree,3 – 4,No,Yes,Fair,No,Not Applicable,No,No,1,1.95,4,5,4,1,4,2,4,1,3,3,4,,2,0.0,2,1,0,1,0,0,0,0,2,0.0,0.2,0.8,,0.4,0.19999999999999996,0.39999999999999997,0.8,0.0,0.8,0.0,0.4,0.4,0.6,0.6,0.5333333333333333
Female,200 Level,Food Science and Technology,3.50 – 4.49,Yes,Strongly Disagree,Agree,Agree,Strongly Agree,Neutral,5 – 6 hours,Often,Neutral,Disagree,Strongly Agree,Disagree,Strongly Agree,Strongly Disagree,,No,No,Excellent,No,Not Applicable,Yes,No,0,4.0,1,4,4,5,3,3,2,5,2,5,1,,4,0.0,5,1,0,0,0,1,0,0,0,0.0,1.0,0.6,,0.8,0.8,0.8,0.2,0.19999999999999996,0.8,0.0,0.3,0.6,0.4,1.0,0.6666666666666666
Male,200 Level,Mechanical Engineering,2.40 – 3.49,Yes,Neutral,Agree,Agree,Neutral,Neutral,3 – 4 hours,Rarely,Strongly Disagree,Disagree,Agree,Neutral,Strongly Agree,Neutral,,No,No,Very Good,No,Not Applicable,No,Yes,1,2.95,3,4,4,3,3,1,2,4,3,5,3,,2,0.0,4,1,0,0,0,0,1,5,1,0.0,0.6,0.6,,0.4,0.4,0.5,0.6,0.19999999999999996,0.8,0.0,0.4,0.2,0.6,1.0,0.6
Female,300 Level,Forestry and Wildlife,2.40 – 3.49,Yes,Agree,Neutral,Strongly Disagree,Strongly Disagree,Strongly Agree,More than 6 hours,Often,Strongly Agree,Agree,Agree,Neutral,Strongly Agree,Strongly Disagree,,No,No,Very Good,No,Not Applicable,Yes,Yes,0,2.95,4,3,1,1,5,5,4,4,3,5,1,7.0,4,0.0,4,1,0,0,0,1,1,4,1,0.0,0.2,1.0,1.0,0.8,0.8,0.76,0.8,0.4,0.2,0.0,0.35000000000000003,1.0,0.6,1.0,0.8666666666666667
Female,300 Level,Geology,Below 1.50,No,Neutral,Neutral,Agree,Disagree,Agree,1 – 2 hours,Sometimes,Disagree,Strongly Disagree,Agree,Agree,Strongly Agree,Strongly Agree,3 – 4,Yes,Yes,Fair,No,Not Applicable,No,Yes,0,1.0,3,3,4,2,4,2,1,4,4,5,5,,3,0.0,2,0,1,1,0,0,1,3,2,0.0,0.4,0.8,,0.6,0.0,0.45000000000000007,0.6,0.4,0.8,0.0,0.45,0.4,0.8,1.0,0.7333333333333334
Male,300 Level,Software Engineering,3.50 – 4.49,Yes,Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Agree,1 – 2 hours,Often,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,,No,No,Very Good,No,Not Applicable,Yes,Yes,1,4.0,2,1,1,5,4,5,5,5,1,5,1,,4,0.0,4,1,0,0,0,1,1,8,0,0.0,1.0,0.8,,0.8,0.8,0.8500000000000001,0.4,0.8,0.2,0.0,0.35000000000000003,1.0,0.2,1.0,0.7333333333333334
Female,200 Level,Biology,2.40 – 3.49,Yes,Neutral,Agree,Neutral,Disagree,Strongly Agree,1 – 2 hours,Often,Neutral,Agree,Agree,Agree,Disagree,Neutral,1 – 2,No,No,Very Good,Yes,Less than 5 hours,Yes,No,0,2.95,3,4,3,2,5,3,4,4,4,2,3,,4,0.0,4,1,0,0,1,1,0,9,1,2.5,0.4,1.0,,0.8,0.4,0.65,0.6,0.19999999999999996,0.6,0.0625,0.365625,0.6,0.8,0.4,0.6
